NF;Data_Pedido;Data_Entrega_Prevista;Data_Entrega_Real;Prazo_contratado;Qtd_Pedida;Qtd_Entregue;Falha_de_entrega;Valor_do_pedido;Custo_Frete_KM;primeiro_sucesso_entrega;seguN_sucesso_entrega;Tentativas_de_entrega;Motivo_Devolucao;Ocorrencia;Produto_controlado;ID_Driver;Modelo;Modal;Eixos;Cubagem_(m3);Capacidade_(ton);Frete;Pedagio_(R$/km);TDE_(Taxa_de_Descarga);TAC_(Carga_Perigosa)_(Frete*dec);GRIS_(Gerenciamento_de_Risco:_Valor_da_carga*dec);Hora_Parada;Ad_Valorem_(valor_da_carga*dec);Coleta/Entrega_Urbana;Transportadora;Origem-Cidade;Origem-UF;Destino-Cidade;Destino-UF;KM;TEMPO_DE_IDA_(h);TEMPO_DE_VOLTA_(h);TEMPO_NO_CD_(h)
7882;26/01/2024;01/02/2024;01/02/2024;6;9;5;0;309947;2588,6;Y;N;0;;N;Y;DR90624;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
6107;17/01/2024;19/01/2024;19/01/2024;2;1;7;0;369097;1505;Y;N;0;;N;N;DR90638;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
6943;20/01/2024;24/01/2024;25/01/2024;4;4;10;0;3367909;14384;N;Y;1;;N;N;DR90630;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Manaus;AM;Florianopolis;SC;1798;22.6;22.8;7.6
8324;15/01/2024;22/01/2024;25/01/2024;7;4;5;0;2212044;3612;N;Y;1;;N;Y;DR90602;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
3368;31/01/2024;03/02/2024;03/02/2024;3;10;3;0;929090;3010;Y;N;0;;N;Y;DR90636;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
7234;10/01/2024;15/01/2024;15/01/2024;5;9;2;0;777367;2588,6;Y;N;0;;N;Y;DR90610;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
9511;02/01/2024;08/01/2024;08/01/2024;6;4;10;0;931586;1505;Y;N;0;;N;N;DR90604;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
7258;06/01/2024;13/01/2024;13/01/2024;7;8;9;0;4339271;4816;Y;N;0;;N;N;DR90608;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
3355;24/01/2024;29/01/2024;29/01/2024;5;1;4;0;4819997;3612;Y;N;0;;N;Y;DR90594;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
5560;16/01/2024;23/01/2024;23/01/2024;7;1;5;0;672795;3010;Y;N;0;;N;Y;DR90628;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
1979;23/01/2024;27/01/2024;01/02/2024;4;10;7;0;432157;7731,4;N;Y;1;;N;Y;DR90618;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Manaus;AM;Recife;PE;1798;22.6;22.8;7.6
6857;27/01/2024;02/02/2024;05/02/2024;6;5;7;0;849046;1505;N;Y;1;;N;N;DR90626;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Florianopolis;SC;602;9.8;8.9;6.1
8333;08/01/2024;14/01/2024;14/01/2024;6;7;9;0;3111647;4816;Y;N;0;;N;N;DR90598;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Natal;RN;602;9.8;8.9;6.1
4842;27/01/2024;02/02/2024;05/02/2024;6;7;8;0;3044776;10788;N;Y;1;;N;Y;DR90592;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Manaus;AM;Pelotas;RS;1798;22.6;22.8;7.6
6828;05/01/2024;11/01/2024;11/01/2024;6;1;1;0;257109;3010;Y;N;0;;N;Y;DR90586;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
7791;22/01/2024;24/01/2024;24/01/2024;2;5;10;0;605181;2588,6;Y;N;0;;N;Y;DR90614;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
2592;18/01/2024;25/01/2024;27/01/2024;7;10;5;0;521755;1505;N;Y;1;;N;N;DR90640;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
1534;08/01/2024;11/01/2024;13/01/2024;3;7;4;1;4041189;4816;N;Y;1;Cliente ausente;Y;N;DR90584;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
1069;31/01/2024;04/02/2024;04/02/2024;4;10;9;0;4963622;3612;Y;N;0;;N;Y;DR90596;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
4471;18/01/2024;23/01/2024;24/01/2024;5;6;3;5;406127;3010;N;Y;1;Pedido incorreto;Y;Y;DR90624;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
8467;08/01/2024;10/01/2024;11/01/2024;2;2;10;0;387710;7731,4;N;Y;1;;N;Y;DR90638;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
8943;12/01/2024;19/01/2024;21/01/2024;7;2;8;0;461725;1505;N;Y;1;;N;N;DR90630;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
5464;14/01/2024;16/01/2024;16/01/2024;2;9;5;0;4866663;4816;Y;N;0;;N;N;DR90602;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
4672;17/01/2024;23/01/2024;23/01/2024;6;3;9;0;3075921;3612;Y;N;0;;N;Y;DR90636;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
4580;16/01/2024;22/01/2024;22/01/2024;6;6;9;0;419211;3010;Y;N;0;;N;Y;DR90610;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
9974;31/01/2024;06/02/2024;06/02/2024;6;9;9;0;681732;2588,6;Y;N;0;;N;Y;DR90604;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
6329;19/01/2024;26/01/2024;26/01/2024;7;9;8;0;502193;1505;Y;N;0;;N;N;DR90608;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Aracaju;SE;602;9.8;8.9;6.1
1840;04/01/2024;10/01/2024;10/01/2024;6;8;4;0;2403532;23864;Y;N;0;;N;N;DR90594;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Salvador;BA;Bauru;SP;2983;39.7;39.4;2.3
9648;12/01/2024;17/01/2024;18/01/2024;5;6;10;0;4438961;3612;N;Y;1;;N;Y;DR90628;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
1956;15/01/2024;21/01/2024;21/01/2024;6;3;5;0;312196;3010;Y;N;0;;N;Y;DR90618;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
6717;19/01/2024;23/01/2024;26/01/2024;4;1;3;5;784471;2588,6;N;Y;1;Pedido incorreto;Y;Y;DR90626;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
6711;26/01/2024;30/01/2024;02/02/2024;4;10;6;0;786271;1505;N;Y;1;;N;N;DR90598;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Joinville;SC;602;9.8;8.9;6.1
8669;30/01/2024;05/02/2024;05/02/2024;6;5;4;4;4772626;4816;N;Y;1;Endereco errado;Y;N;DR90592;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
4067;25/01/2024;27/01/2024;27/01/2024;2;4;5;0;2188405;3612;Y;N;0;;N;Y;DR90586;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
5939;31/01/2024;05/02/2024;05/02/2024;5;1;1;0;337902;3010;Y;N;0;;N;Y;DR90614;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Brasilia;DF;602;9.8;8.9;6.1
8603;17/01/2024;24/01/2024;29/01/2024;7;9;6;2;333570;2588,6;N;Y;1;Endereco errado;Y;Y;DR90640;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
8817;20/01/2024;22/01/2024;22/01/2024;2;4;7;2;685230;1505;N;Y;1;Produto danificado;Y;Y;DR90584;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
7756;03/01/2024;10/01/2024;10/01/2024;7;3;7;0;4225960;4816;Y;N;0;;N;Y;DR90596;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
9052;17/01/2024;20/01/2024;20/01/2024;3;10;10;5;4892311;17898;N;Y;1;Produto danificado;Y;N;DR90624;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Salvador;BA;Sorocaba;SP;2983;39.7;39.4;2.3
2184;09/01/2024;15/01/2024;15/01/2024;6;8;4;5;852952;3010;N;Y;1;Produto danificado;Y;N;DR90638;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Sorocaba;SP;602;9.8;8.9;6.1
4128;17/01/2024;19/01/2024;19/01/2024;2;5;8;4;474996;7731,4;N;Y;1;Endereco errado;Y;Y;DR90630;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Manaus;AM;Pelotas;RS;1798;22.6;22.8;7.6
7515;31/01/2024;02/02/2024;07/02/2024;2;9;1;1;914475;1505;N;Y;1;Pedido incorreto;Y;Y;DR90602;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Aracaju;SE;602;9.8;8.9;6.1
6182;09/01/2024;16/01/2024;16/01/2024;7;3;5;0;4988741;4816;Y;N;0;;N;Y;DR90636;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
7687;25/01/2024;27/01/2024;28/01/2024;2;9;10;0;2650453;3612;N;Y;1;;N;N;DR90610;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
4908;26/01/2024;01/02/2024;01/02/2024;6;9;4;3;405804;3010;N;Y;1;Endereco errado;Y;N;DR90604;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
3678;31/01/2024;02/02/2024;02/02/2024;2;8;2;0;477366;7731,4;Y;N;0;;N;Y;DR90608;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
8984;31/01/2024;07/02/2024;08/02/2024;7;4;3;0;729301;1505;N;Y;1;;N;Y;DR90594;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
1039;11/01/2024;16/01/2024;17/01/2024;5;9;2;0;2917375;4816;N;Y;1;;N;Y;DR90628;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
2442;04/01/2024;10/01/2024;10/01/2024;6;10;7;0;4656246;3612;Y;N;0;;N;Y;DR90618;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
8029;25/01/2024;27/01/2024;29/01/2024;2;10;9;0;835974;8990;N;Y;1;;N;N;DR90626;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Manaus;AM;Rio de Janeiro;RJ;1798;22.6;22.8;7.6
8085;25/01/2024;29/01/2024;30/01/2024;4;6;9;3;527715;2588,6;N;Y;1;Cliente ausente;Y;N;DR90598;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
8604;13/01/2024;20/01/2024;25/01/2024;7;5;6;0;685047;1505;N;Y;1;;N;Y;DR90592;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
7737;06/01/2024;09/01/2024;10/01/2024;3;3;2;6;4216287;4816;N;Y;1;Pedido incorreto;Y;Y;DR90586;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
2181;30/01/2024;03/02/2024;03/02/2024;4;6;10;0;4475890;3612;Y;N;0;;N;Y;DR90614;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
6434;23/01/2024;29/01/2024;29/01/2024;6;4;6;0;824003;3010;Y;N;0;;N;N;DR90640;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
2405;18/01/2024;24/01/2024;26/01/2024;6;5;10;0;936484;2588,6;N;Y;1;;N;N;DR90584;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
5327;11/01/2024;18/01/2024;18/01/2024;7;1;9;0;341827;1505;Y;N;0;;N;Y;DR90596;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
6785;22/01/2024;27/01/2024;27/01/2024;5;6;1;0;2959607;14384;Y;N;0;;N;Y;DR90624;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Manaus;AM;Cascavel;PR;1798;22.6;22.8;7.6
1787;08/01/2024;11/01/2024;11/01/2024;3;7;3;3;2125438;3612;N;Y;1;Produto danificado;Y;Y;DR90638;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
9992;31/01/2024;07/02/2024;07/02/2024;7;2;5;0;530864;3010;Y;N;0;;N;Y;DR90630;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
7039;12/01/2024;17/01/2024;20/01/2024;5;7;1;0;402977;2588,6;N;Y;1;;N;N;DR90602;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
2531;05/01/2024;07/01/2024;09/01/2024;2;10;4;0;286291;4495;N;Y;1;;N;N;DR90636;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Manaus;AM;Belem;PA;1798;22.6;22.8;7.6
6734;15/01/2024;22/01/2024;22/01/2024;7;9;4;0;3054273;4816;Y;N;0;;N;Y;DR90610;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
2988;17/01/2024;20/01/2024;21/01/2024;3;4;4;3;4085154;3612;N;Y;1;Endereco errado;Y;Y;DR90604;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
6176;03/01/2024;05/01/2024;05/01/2024;2;10;1;3;671721;3010;N;Y;1;Cliente ausente;Y;Y;DR90608;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;ExpressCargo;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
3986;11/01/2024;15/01/2024;15/01/2024;4;9;1;0;345824;2588,6;Y;N;0;;N;N;DR90594;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;ExpressCargo;Campinas;SP;Brasilia;DF;602;9.8;8.9;6.1
6962;02/01/2024;06/01/2024;06/01/2024;4;1;5;0;473585;1505;Y;N;0;;N;N;DR90628;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;ExpressCargo;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
7538;17/01/2024;22/01/2024;23/01/2024;5;5;7;0;4608421;4816;N;Y;1;;N;Y;DR90618;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
7658;12/01/2024;17/01/2024;17/01/2024;5;8;1;0;3689244;3612;Y;N;0;;N;Y;DR90626;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
9523;15/01/2024;21/01/2024;23/01/2024;6;1;7;0;489927;14915;N;Y;1;;N;Y;DR90598;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA;Sao Luis;MA;2983;39.7;39.4;2.3
4951;16/01/2024;21/01/2024;21/01/2024;5;5;10;0;341523;2588,6;Y;N;0;;N;Y;DR90592;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
6181;22/01/2024;24/01/2024;24/01/2024;2;10;2;0;806853;1505;Y;N;0;;N;N;DR90586;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Niteroi;RJ;602;9.8;8.9;6.1
2942;03/01/2024;06/01/2024;06/01/2024;3;4;3;0;4197334;4816;Y;N;0;;N;N;DR90614;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
4615;13/01/2024;19/01/2024;24/01/2024;6;2;6;0;2975171;3612;N;Y;1;;N;Y;DR90640;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
1317;25/01/2024;31/01/2024;05/02/2024;6;3;9;0;907230;3010;N;Y;1;;N;Y;DR90584;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
1173;23/01/2024;30/01/2024;01/02/2024;7;5;8;4;868665;2588,6;N;Y;1;Pedido incorreto;Y;Y;DR90596;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
8396;11/01/2024;14/01/2024;14/01/2024;3;2;6;0;917622;1505;Y;N;0;;N;N;DR90624;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
9058;30/01/2024;02/02/2024;03/02/2024;3;2;3;0;3260016;4816;N;Y;1;;N;N;DR90638;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
8462;29/01/2024;02/02/2024;02/02/2024;4;7;1;6;2375065;3612;N;Y;1;Produto danificado;Y;Y;DR90630;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
8878;06/01/2024;11/01/2024;11/01/2024;5;9;10;0;484799;8990;Y;N;0;;N;Y;DR90602;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Goiania;GO;1798;22.6;22.8;7.6
3351;18/01/2024;25/01/2024;25/01/2024;7;9;4;3;318206;2588,6;N;Y;1;Endereco errado;Y;Y;DR90636;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
9446;29/01/2024;04/02/2024;04/02/2024;6;1;9;0;859411;1505;Y;N;0;;N;Y;DR90610;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
1903;29/01/2024;03/02/2024;03/02/2024;5;6;4;0;3104420;4816;Y;N;0;;N;N;DR90604;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
8862;29/01/2024;02/02/2024;02/02/2024;4;1;8;0;4476908;10788;Y;N;0;;N;N;DR90608;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Ponta Grossa;PR;1798;22.6;22.8;7.6
6383;01/01/2024;06/01/2024;06/01/2024;5;1;9;0;522094;3010;Y;N;0;;N;Y;DR90594;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
5728;17/01/2024;23/01/2024;26/01/2024;6;2;6;0;332769;2588,6;N;Y;1;;N;Y;DR90628;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
2816;26/01/2024;30/01/2024;04/02/2024;4;10;10;0;934751;1505;N;Y;1;;N;Y;DR90618;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Campo Grande;MS;602;9.8;8.9;6.1
8050;17/01/2024;21/01/2024;21/01/2024;4;6;3;0;2054000;4816;Y;N;0;;N;N;DR90626;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
7565;19/01/2024;23/01/2024;23/01/2024;4;10;5;0;4335394;10788;Y;N;0;;N;N;DR90598;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Belem;PA;1798;22.6;22.8;7.6
5961;07/01/2024;11/01/2024;14/01/2024;4;8;7;0;747200;8990;N;Y;1;;N;Y;DR90592;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Campo Grande;MS;1798;22.6;22.8;7.6
7576;02/01/2024;06/01/2024;06/01/2024;4;3;5;0;857713;12826,9;Y;N;0;;N;Y;DR90586;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Joinville;SC;2983;39.7;39.4;2.3
8632;29/01/2024;31/01/2024;02/02/2024;2;9;2;6;647560;1505;N;Y;1;Endereco errado;Y;Y;DR90614;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Sorocaba;SP;602;9.8;8.9;6.1
